touching,[ 0.02839345 -0.10008314 -0.0138876   0.02570609 -0.03056624]
toys,[-0.01541511 -0.00966641  0.00759429  0.00795603 -0.00276628]
tragedy,[ 0.08325352 -0.03812168 -0.0132754   0.00292758  0.00844204]
train,[-0.00600857 -0.00536572  0.00964152  0.00031674  0.01193263]
trains,[-0.00304845 -0.00591278  0.00914508 -0.00027202  0.01095986]
transformation,[-0.00604936 -0.01205199 -0.02745172  0.06657944 -0.04135542]
transgender,[ 0.00082015 -0.00986102  0.03254935 -0.00843847  0.01562906]
travel,[-0.00635852 -0.00899079  0.0090755   0.02053391  0.00215346]
treasure,[-0.02113747 -0.01031327  0.001234    0.00866435  0.0006214 ]
treasure hunt,[-0.02487729 -0.00931979 -0.01313283  0.01038581 -0.0025187 ]
tricky,[ 0.01068881  0.01944964 -0.02536355 -0.01051862  0.03325095]
trilogy,[-0.01445621  0.01006961 -0.01763604  0.0354114  -0.01881195]
true story,[ 0.01095043 -0.04847464 -0.03693244 -0.03143956  0.03614224]
truman capote,[-0.00836213 -0.00435362  0.0164203  -0.00708977  0.01397757]
twist,[ 0.01750325  0.08031253 -0.03922306 -0.03716664  0.06455811]
twist ending,[ 0.0011763   0.0652155  -0.03508517 -0.02636872  0.05725825]
twists & turns,[ 0.03640274  0.06917421 -0.05999798 -0.04573525  0.05694021]
undercover cop,[-0.00479253  0.01508832 -0.0080869  -0.03859257 -0.00109453]
underdog,[-0.01437215 -0.03909318 -0.03065024 -0.02177345 -0.02440232]
underrated,[ 0.01130337  0.01563717 -0.03042924 -0.01540301 -0.01834069]
understated,[ 0.02531222 -0.00735725  0.01370741  0.00442102  0.00471548]
underwater,[-0.01442983 -0.00824148  0.0040588   0.0050922   0.01078591]
unfunny,[-0.03021718 -0.00941358  0.01358568 -0.02281369 -0.01319612]
unintentionally funny,[-0.03040411  0.01108309  0.00715981 -0.0022349   0.02004755]
unique,[ 0.01227181  0.01636255  0.02262002  0.03090164 -0.01405017]
united nations,[-0.01205706 -0.00590959  0.00836646 -0.00478703  0.01749287]
unlikeable characters,[-0.01322151  0.02184433  0.01382673 -0.01612795  0.0005024 ]
unlikely friendships,[ 0.0280799  -0.07585818 -0.00686623 -0.02294556 -0.06598329]
unrealistic,[-0.03000687 -0.00575624 -0.02026308 -0.01587189  0.02950517]
unusual plot structure,[ 0.03828899  0.00414032 -0.003936    0.01252087 -0.00955587]
us history,[ 0.01779586 -0.04664434 -0.05098261 -0.00984819  0.02655051]
utopia,[-0.00684269 -0.00711515 -0.00442708  0.05111982  0.00387834]
vampire,[-0.01879331  0.01105028  0.02013793  0.00013811  0.00491056]
vampire human love,[-0.02914172 -0.01226887  0.02542747 -0.00897646  0.02345221]
vampires,[-0.01702427  0.00991372  0.01981394  0.00046488  0.00441597]
vengeance,[ 0.00545718  0.05311239 -0.05547018 -0.03222095 -0.03490349]
very funny,[-0.0189533  -0.01677962  0.00969736 -0.04634424 -0.11704976]
very good,[ 0.02984767 -0.01160489 -0.07007346 -0.02377043 -0.03529214]
very interesting,[ 0.06093161  0.02617119 -0.00315909 -0.0072067   0.04623953]
video game,[-0.03666388  0.01041967 -0.00305544  0.01791895  0.00140614]
video game adaptation,[-0.02557072  0.00280031  0.01335318  0.0021226   0.01292234]
video games,[-0.01726564  0.00084187  0.00949405  0.00538182  0.00311139]
videogame,[-0.01969348  0.00111243  0.01233253  0.00317034  0.0094931 ]
vienna,[ 0.00266475 -0.00600712  0.00973306  0.00185802  0.01643548]
vietnam,[-0.00710597 -0.00738479  0.00910666 -0.00814355  0.01307772]
vietnam war,[-0.00745316 -0.00726051  0.00869142 -0.00851956  0.01301886]
view askew,[-0.01341081  0.00261875  0.02177264 -0.01206295 -0.00541501]
vigilante,[-0.0166895   0.02716868 -0.02355581 -0.02892964 -0.00558457]
vigilantism,[ 0.00116075  0.02431871 -0.01802589 -0.03096048 -0.00520556]
violence,[ 0.01972378  0.11923625 -0.06492097 -0.06828269 -0.05294402]
violent,[ 0.04389615  0.11189163 -0.0547866  -0.05862738 -0.05813536]
virginity,[-0.01490065 -0.00604953  0.03431981 -0.03268559 -0.00733555]
virtual reality,"[-1.60477855e-02  7.18414540e-03 -7.29143654e-05  2.34957818e-02
  1.67552620e-02]"
virus,[-0.02307393  0.01303963  0.00735647  0.00713572  0.01299737]
visceral,[ 0.0552901   0.08711957 -0.02050758 -0.0067513  -0.03432027]
visual,[ 0.0317595   0.04510217 -0.03561087  0.14892246 -0.02636962]
visually appealing,[ 0.04990816  0.03335184 -0.02203925  0.11527937 -0.02440539]
visually stunning,[ 0.02528387  0.0104834  -0.03781812  0.14100769 -0.01648324]
visuals,[-0.01429926  0.00834241 -0.01300293  0.09693564  0.00070604]
voodoo,[-0.01349302  0.00493786  0.01398775 -0.00483469  0.00610818]
voyeurism,[ 0.00495568  0.0148412   0.03288924 -0.00652099  0.03294659]
war,[ 0.00979917 -0.03182311 -0.05669024  0.00012222  0.02542603]
war movie,[ 0.00524615 -0.01971163 -0.01557718 -0.00593531  0.0241349 ]
wartime,[ 0.01735641 -0.03979625 -0.02195823 -0.00839829  0.03732109]
waste of time,[-0.02059906  0.00356047  0.01571354 -0.00272015  0.01735079]
watch the credits,[-0.02503016 -0.00168592 -0.00051791  0.00485359 -0.01798039]
weapons,[-0.02611     0.04445516 -0.05979194  0.01627648 -0.0230311 ]
wedding,[-0.01669635 -0.02614007  0.02452711 -0.01742043  0.02132339]
weed,[-0.01030451  0.00890007  0.03560465 -0.03050101 -0.03714692]
weird,[ 0.0515853   0.10021696  0.07895719  0.06718161 -0.04966194]
